id,financescore,country,classsize,city,rating,totalscore,numericalstaff,staffstudentratio,approvals,academicscore,summary,techscore,citySafety,confidence,housingprovision,techecosystem,curriculum,staffcount,schoolname,worklifescore,noncontacttime,healthcoverage,image,Profit Status,salaryRange,Ownership,inspect,validated,profit status,ownership,citysafety,lastSync,scrapedJobsCount,scrapedJobsList,revalidationError,revalidationStatus,isRevalidating,revalidationCompletedAt,cachedStability,lastScrapedAt,website,agency,careersPageUrl,name,tesOrganizationId,tesEmployerSlug,updatedAt
"FLIS0067","7.5","Spain","20-24","Barcelona","Good","8.1","80","1:10","IB","8.6","Innovation IB hub.","8.5","7.4","8.2","Not Included","Google Workspace","IB","80","St Peter's BCN","8.4","22%","Standard","","Non-Profit","$1,940.00","Board of Governors","BSO","LFI","Non-Profit","Board of Governors","7.4","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076630,""_nanoseconds"":18000000}","","2026-08-30T07:57:10.016Z","https://stpeters.es/careers/","LinkedIn, InfoJobs Spain","https://stpeters.es/careers/","St Peter's BCN","1056328","st-peter-s-school-barcelona-1056328","2026-08-30T16:14:23.676Z"
"FLIS0068","7.8","Spain","","Madrid","Good","8.2","110","1:9","","8.9","Elite Madrid academic hub.","8.4","7.8","8.7","Not Included","Google Workspace","IB","","Int'l College Spain","8.2","20%","Full Private","","For-Profit","$2,075.00","Private / Family","IB","LFI","For-Profit","Private / Family","7.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788284820,""_nanoseconds"":166000000}","{""schoolId"":""FLIS0068"",""schoolName"":""Int'l College Spain"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-09-01T17:44:44.836Z"",""metrics"":{""estimatedStaffBase"":60,""totalKnownVacancies"":7,""estimatedChurnRatePercent"":12,""leadershipVacanciesCount"":0,""secondaryVacanciesCount"":5,""primaryVacanciesCount"":2,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":7},""scrapedJobsList"":[""Biology Teacher (Posted: 2026-08-31T15:30:35.348Z) - Globeducate"",""Profesor/a de Alemán (Posted: 2026-08-31T15:53:16.557Z) - Globeducate"",""ICS Cover Teacher Pool (Posted: Recently) - Nord Anglia"",""MYP French Cover Teacher (Posted: Recently) - Nord Anglia"",""Early Years (Posted: Recently; Closes: [object Object]) - School Web"",""Primary (Posted: Recently; Closes: [object Object]) - School Web"",""Register your interest - Careers in Hastings, Spain (Posted: Recently; Closes: -) - Cognita"",""Biology Teacher (Posted: Recently; Closes: [object Object]) - Globeducate"",""Profesor/a de Alemán (Posted: Recently; Closes: [object Object]) - Globeducate"",""ICS Cover Teacher Pool (Posted: Recently; Closes: [object Object]) - Nord Anglia"",""MYP French Cover Teacher ( (Posted: Recently; Closes: [object Object]) - Nord Anglia""],""vacancies_discovered"":[{""title"":""Profesor/a de Alemán"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""2026-08-31T15:53:16.557Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Biology Teacher"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""2026-08-31T15:30:35.348Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""ICS Cover Teacher Pool"",""department"":""Secondary"",""source"":""Nord Anglia"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""MYP French Cover Teacher"",""department"":""Secondary"",""source"":""Nord Anglia"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Early Years"",""department"":""Primary"",""source"":""School Web"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Primary"",""department"":""Primary"",""source"":""School Web"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Register your interest - Careers in Hastings, Spain"",""department"":""Secondary"",""source"":""Cognita"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":""-"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Profesor/a de Alemán"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""2026-08-31T15:53:16.557Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Biology Teacher"",""department"":""Secondary"",""source"":""Globeducate"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""2026-08-31T15:30:35.348Z"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""ICS Cover Teacher Pool"",""department"":""Secondary"",""source"":""Nord Anglia"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""MYP French Cover Teacher"",""department"":""Secondary"",""source"":""Nord Anglia"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":null,""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Early Years"",""department"":""Primary"",""source"":""School Web"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Primary"",""department"":""Primary"",""source"":""School Web"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Register your interest - Careers in Hastings, Spain"",""department"":""Secondary"",""source"":""Cognita"",""source_url"":""https://www.intl-college-spain.com"",""date_listed"":""Recently"",""date_closing"":""-"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":7,""estimated_churn_percentage"":12,""leadership_vacancies_count"":0,""secondary_vacancies_count"":5,""primary_vacancies_count"":2,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 7 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 7 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-09-01T17:44:44.836Z","https://www.nordangliaeducation.com/ics-madrid/careers","Nord Anglia Career Portal, Search Associates","https://www.nordangliaeducation.com/ics-madrid/careers","Int'l College Spain","1058692","international-college-spain-1058692","2026-08-30T16:14:23.676Z"
"FLIS0069","7.2","Spain","20-24","Marbella","Good","8.2","100","1:12","IB, COBIS","8.5","British leader in Marbella.","8.0","8.5","8.1","Not Included","British Standard","British / IB","100","Aloha College","8.6","20%","Standard","","For-Profit","$1,800.00","Nord Anglia Education","CIS","LFI","For-Profit","Nord Anglia Education","8.5","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076658,""_nanoseconds"":833000000}","","2026-08-30T07:57:38.832Z","https://aloha-college.com/careers/","LinkedIn, InfoJobs Spain","https://aloha-college.com/careers/","Aloha College","1057357","aloha-college-1057357","2026-08-30T16:14:23.676Z"
"FLIS0070","8.4","Germany","18-22","Munich","Good","8.9","160","1:8","IB, CIS, NEASC","9.3","High-tech Munich flagship.","9.0","9.0","9.4","Not Included","Microsoft Enterprise","IB","160","Munich International","8.8","25%","Full Private","","Non-Profit","$2,775.00","Community Project","BSO","LFI","Non-Profit","Community Project","9.0","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076652,""_nanoseconds"":726000000}","","2026-08-30T07:57:32.725Z","https://www.mis-munich.de/careers","Search Associates, Schrole, LinkedIn","https://www.mis-munich.de/careers","Munich International","","","2026-08-30T16:14:23.676Z"
"FLIS0071","7.6","Spain","18-22","Barcelona","Good","8.2","90","1:9","IB, MSA","8.8","Top US/IB hub in BCN.","8.6","7.4","8.4","Not Included","Apple Ecosystem","US / IB / AP","90","Benjamin Franklin","8.4","22%","Full Private","","Non-Profit","$2,205.00","Parent Board","CIS / NEASC","LFI","Non-Profit","Parent Board","7.4","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076661,""_nanoseconds"":927000000}","","2026-08-30T07:57:41.926Z","https://www.bfischool.org/about-us/careers","Search Associates, LinkedIn","https://www.bfischool.org/about-us/careers","Benjamin Franklin","1062233","benjamin-franklin-international-school-1062233","2026-08-30T16:14:23.676Z"
"FLIS0072","8.2","Switzerland","12-15","Leysin","Good","8.6","80","1:4","IB, CIS, MSA","8.7","Premium boarding school.","8.5","9.7","8.8","Provided","Media Arts Focus","US / IB","80","Leysin American","8.0","30%","Premium","","Non-Profit","$3,705.00","Association / Board","CIS / NEASC","LFI","Non-Profit","Association / Board","9.7","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076624,""_nanoseconds"":654000000}","","2026-08-30T07:57:04.653Z","https://www.las.ch/about/careers","Search Associates, LinkedIn","https://www.las.ch/about/careers","Leysin American","","","2026-08-30T16:14:23.676Z"
"FLIS0073","7.8","Germany","18-22","Bonn","Good","8.4","95","1:9","IB, CIS, NEASC","8.6","Established Rhine leader.","8.2","8.8","8.2","Not Included","Google Workspace","IB","95","Bonn International","8.8","25%","Full Private","","For-Profit","$2,255.00","Private / Family","CIS / NEASC","LFI","For-Profit","Private / Family","8.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076653,""_nanoseconds"":177000000}","","2026-08-30T07:57:33.175Z","https://www.bonn-is.de/work/teaching-positions","Search Associates, LinkedIn","https://www.bonn-is.de/work/teaching-positions","Bonn International","","","2026-08-30T16:14:23.676Z"
"FLIS0074","8.1","Netherlands","18-22","Amsterdam","Good","8.7","160","1:7","IB, CIS, NEASC","9.4","Dutch academic flagship.","9.2","8.2","9.5","Not Included","1:1 Macbook/iPad","IB","160","IS Amsterdam","8.5","25%","Full Private","","Non-Profit","$2,440.00","Parent Board","CIS","LFI","Non-Profit","Parent Board","8.2","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076640,""_nanoseconds"":403000000}","","2026-08-30T07:57:20.401Z","https://www.isa.nl/careers","Search Associates, Schrole, LinkedIn","https://www.isa.nl/careers","IS Amsterdam","","","2026-08-30T16:14:23.676Z"
"FLIS0075","7.6","Spain","18-22","Barcelona","Good","8.2","110","1:10","IB, MSA","8.9","Respected US-standard.","9.0","7.4","8.9","Not Included","Apple Distinguished","US / IB","110","American School BCN","8.2","22%","Full Private","","Non-Profit","$2,370.00","Board of Governors","CIS / NEASC","LFI","Non-Profit","Board of Governors","7.4","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076676,""_nanoseconds"":721000000}","","2026-08-30T07:57:56.719Z","https://www.asbarcelona.com/careers","Search Associates, LinkedIn","https://www.asbarcelona.com/careers","American School BCN","","","2026-08-30T16:14:23.676Z"
"FLIS0076","8.0","Switzerland","18-22","St-Légier","Good","8.6","100","1:8","IB, CIS","8.4","Swiss Riviera bilingualism.","8.4","9.8","8.0","Not Included","Managed LMS","IB / Swiss","100","Haut-Lac Int'l","8.2","22%","Standard","","Non-Profit","$3,475.00","Board of Trustees","MSA","LFI","Non-Profit","Board of Trustees","9.8","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076618,""_nanoseconds"":59000000}","","2026-08-30T07:56:58.057Z","https://www.haut-lac.ch/en/careers/","Teacher Horizons, LinkedIn","https://www.haut-lac.ch/en/careers/","Haut-Lac Int'l","1079043","haut-lac-international-bilingual-school-1079043","2026-08-30T16:14:23.676Z"
"FLIS0077","7.9","Austria","18-22","Vienna","Good","8.7","106","1:8","IB, MSA, CIS","9.2","Premier US/IB hub.","8.8","9.2","9.1","Not Included","Google Reference","US / IB","106","American International School Vienna","8.4","25%","75% school paid / 25% employee for worldwide CIGNA or UNIQA medical, dental & vision for employee + dependents","","Non-Profit","€44,639 - €61,882 (USD $48,656 - $67,451) tax-exempt base","Non-Profit Independent Board","CIS","LFI","Non-Profit","Non-Profit Independent Board","9.2","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076625,""_nanoseconds"":570000000}","","2026-08-30T07:57:05.568Z","https://www.ais.at/employment","Search Associates, School Website","https://www.ais.at/employment","American International School Vienna","","","2026-09-05T11:56:55.534Z"
"FLIS0078","8.6","Switzerland","18-22","Geneva","Good","8.8","250","1:8","IB, CIS, NEASC","9.1","Elite Geneva boarding.","9.3","9.0","9.3","Provided","1:1 Apple Hub","Multilingual","250","College du Leman","8.0","20%","Premium","","Non-Profit","$4,095.00","Independent Board","CIS / MSA","LFI","Non-Profit","Independent Board","9.0","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076657,""_nanoseconds"":815000000}","","2026-08-30T07:57:37.814Z","https://www.nordangliaeducation.com/cdl-geneva/careers","Nord Anglia Career Portal, Search Associates","https://www.nordangliaeducation.com/cdl-geneva/careers","College du Leman","1065805","nord-anglia-education-1065805","2026-08-30T16:14:23.676Z"
"FLIS0079","8.2","Belgium","18-22","Brussels","Good","8.5","200","1:7","IB, CIS, MSA","9.3","High-performing hub.","9.1","7.0","9.5","Not Included","Microsoft Gold","US / IB","200","IS Brussels","8.8","25%","Full Private","","For-Profit","$2,850.00","Nord Anglia Education","CIS / NEASC","LFI","For-Profit","Nord Anglia Education","7.0","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076670,""_nanoseconds"":383000000}","","2026-08-30T07:57:50.381Z","https://www.isb.be/careers","Search Associates, LinkedIn","https://www.isb.be/careers","IS Brussels","1055958","international-school-of-brussels-1055958","2026-08-30T16:14:23.676Z"
"FLIS0080","7.2","Czechia","18","Prague","Good","8.0","82","1:9","COBIS / IB","8.3","Good","7.8","9.5","8.5","Not Included","ManageBac","English Nat. / IB","90","Riverside Prague","8.4","21","VZP+","","Non-Profit","$2,330","Independent","COBIS / BSO","LFI","Non-Profit","Independent","9.5","2026-05-26T10:41:07.832Z","0","[]","","success","true","{""_seconds"":1788076625,""_nanoseconds"":700000000}","","2026-08-30T07:57:04.521Z","https://www.riversideschool.cz/contact/vacancies/","Teacher Horizons, LinkedIn","https://www.riversideschool.cz/contact/vacancies/","Riverside Prague","1175419","riverside-international-school-1175419","2026-08-30T16:14:23.676Z"
